Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
mnasnet1_0,Pruning,16073.11,2.16,2.16,19.45,19.45,20.31987412587413,51.41388174807198,0.14,3.66,77.76,3.8245849609375,13906.75,14528.710000000003
mnasnet1_0,Distillation,17477.29,2.42,2.42,21.02,21.02,22.02376223776224,47.57373929590866,0.14,3.94,81.54,4.109734535217285,15029.3,15746.990000000003
resnet18,Base,14130.29,1.2,1.2,16.96,16.96,18.56264335664336,58.96226415094339,0.14,10.97,94.69,10.106151580810547,12126.400000000001,13272.290000000003
resnet18,Pruning,14309.79,1.12,1.12,17.23,17.23,18.89369230769231,58.038305281485776,0.14,9.62,64.62,9.336134910583496,12319.45,13508.990000000002
resnet18,Distillation,15544.43,1.28,1.28,18.84,18.84,20.460461538461537,53.07855626326964,0.14,10.97,85.87,9.941035270690918,13470.6,14629.23
mobilenet_v2,Base,15460.57,1.72,1.72,18.7,18.7,19.903174825174823,53.475935828877006,0.14,2.84,64.9,3.401988983154297,13370.5,14230.769999999999
mobilenet_v2,Pruning,15963.86,1.74,1.74,19.28,19.28,20.587076923076925,51.86721991701245,0.14,2.58,68.95,3.3319292068481445,13785.2,14719.760000000002
mobilenet_v2,Distillation,15909.08,1.83,1.83,19.15,19.15,20.420461538461534,52.21932114882507,0.14,2.84,64.34,3.2358808517456055,13692.249999999998,14600.629999999997
efficientnet_b0,Base,33243.24,27.68,27.68,43.6,43.6,18.814041958041955,22.93577981651376,0.44,4.36,63.36,6.106398582458496,31174.0,13452.039999999997
efficientnet_b0,Pruning,31255.73,24.96,24.96,40.96,40.96,18.75430769230769,24.4140625,0.54,3.67,59.02,5.588894844055176,29286.4,13409.33
efficientnet_b0,Distillation,32811.91,27.12,27.12,43.12,43.12,18.77078321678322,23.19109461966605,0.21,4.48,63.36,5.856590270996094,30830.8,13421.11
mnasnet1_0,Base,15772.69,2.48,2.48,19.04,19.04,19.57970629370629,52.52100840336135,0.14,3.94,87.41,4.1704301834106445,13613.599999999999,13999.489999999998
mnasnet1_0,Pruning,15693.7,2.14,2.14,19.03,19.03,19.80923076923077,52.54860746190226,0.14,3.66,77.76,3.8245849609375,13606.45,14163.6
mnasnet1_0,Distillation,16206.57,2.45,2.45,19.53,19.53,20.216531468531468,51.20327700972862,0.14,3.94,81.54,4.109734535217285,13963.95,14454.82
resnet18,Base,14335.19,1.26,1.26,17.17,17.17,18.789216783216784,58.24111822947,0.14,10.97,94.69,10.106151580810547,12276.550000000001,13434.29
resnet18,Pruning,14681.05,1.16,1.16,17.47,17.47,19.372937062937066,57.24098454493418,0.14,9.62,64.62,9.336134910583496,12491.05,13851.650000000001
resnet18,Distillation,14921.32,1.3,1.3,17.97,17.97,19.568979020979015,55.64830272676684,0.14,10.97,85.87,9.941035270690918,12848.55,13991.819999999996
mobilenet_v2,Base,14635.48,1.79,1.79,17.63,17.63,18.6792027972028,56.72149744753262,0.14,2.84,64.9,3.401988983154297,12605.449999999999,13355.630000000003
mobilenet_v2,Pruning,15483.15,1.71,1.71,18.65,18.65,19.944755244755243,53.61930294906167,0.14,2.58,68.95,3.3319292068481445,13334.749999999998,14260.499999999998
mobilenet_v2,Distillation,15740.96,1.75,1.75,19.03,19.03,20.26532867132867,52.54860746190226,0.14,2.84,64.34,3.2358808517456055,13606.45,14489.71
efficientnet_b0,Base,32826.17,27.68,27.68,43.08,43.08,18.230727272727272,23.212627669452186,0.44,4.36,63.36,6.106398582458496,30802.199999999997,13034.97
efficientnet_b0,Pruning,31307.05,24.96,24.96,41.05,41.05,18.82608391608392,24.3605359317905,0.54,3.67,59.02,5.588894844055176,29350.749999999996,13460.650000000003
efficientnet_b0,Distillation,32779.04,27.12,27.12,43.0,43.0,18.72481118881119,23.25581395348837,0.21,4.48,63.36,5.856590270996094,30745.0,13388.240000000002
mnasnet1_0,Base,15892.42,2.43,2.43,19.16,19.16,19.79716083916084,52.19206680584551,0.14,3.94,87.41,4.1704301834106445,13699.4,14154.97
mnasnet1_0,Pruning,16117.63,2.16,2.16,19.49,19.49,20.38213986013986,51.30836326321191,0.14,3.66,77.76,3.8245849609375,13935.349999999999,14573.23
mnasnet1_0,Distillation,16090.85,2.47,2.47,19.36,19.36,20.03468531468532,51.65289256198347,0.14,3.94,81.54,4.109734535217285,13842.4,14324.800000000003
resnet18,Base,14768.5,1.29,1.29,17.67,17.67,19.36524475524476,56.59309564233163,0.14,10.97,94.69,10.106151580810547,12634.050000000001,13846.150000000003
resnet18,Pruning,15028.99,1.16,1.16,18.08,18.08,19.85956643356643,55.30973451327434,0.14,9.62,64.62,9.336134910583496,12927.199999999999,14199.589999999998
resnet18,Distillation,14823.31,1.29,1.29,17.97,17.97,19.441902097902094,55.64830272676684,0.14,10.97,85.87,9.941035270690918,12848.55,13900.959999999997
mobilenet_v2,Base,14897.49,1.81,1.81,18.08,18.08,19.025650349650352,55.30973451327434,0.14,2.84,64.9,3.401988983154297,12927.199999999999,13603.340000000002
mobilenet_v2,Pruning,14802.32,1.69,1.69,17.92,17.92,19.012545454545453,55.80357142857142,0.14,2.58,68.95,3.3319292068481445,12812.800000000001,13593.97
mobilenet_v2,Distillation,15943.72,1.8,1.8,19.34,19.34,20.498909090909088,51.70630816959669,0.14,2.84,64.34,3.2358808517456055,13828.1,14656.719999999998
efficientnet_b0,Base,32988.66,27.68,27.68,43.33,43.33,18.457986013986016,23.078698361412417,0.44,4.36,63.36,6.106398582458496,30980.949999999997,13197.460000000001
efficientnet_b0,Pruning,31819.28,24.96,24.96,41.6,41.6,19.54248951048951,24.038461538461537,0.54,3.67,59.02,5.588894844055176,29744.0,13972.88
efficientnet_b0,Distillation,32852.7,27.12,27.12,43.18,43.18,18.82783216783216,23.158869847151458,0.21,4.48,63.36,5.856590270996094,30873.7,13461.899999999994
mnasnet1_0,Base,15145.17,2.43,2.43,18.32,18.32,18.752055944055943,54.585152838427945,0.14,3.94,87.41,4.1704301834106445,13098.800000000001,13407.72
mnasnet1_0,Pruning,15780.13,2.14,2.14,19.08,19.08,19.930111888111888,52.41090146750525,0.14,3.66,77.76,3.8245849609375,13642.199999999999,14250.03
mnasnet1_0,Distillation,15364.44,2.42,2.42,18.83,18.83,19.068727272727276,53.10674455655869,0.14,3.94,81.54,4.109734535217285,13463.449999999999,13634.140000000003
resnet18,Base,14999.06,1.23,1.23,18.02,18.02,19.74770629370629,55.49389567147614,0.14,10.97,94.69,10.106151580810547,12884.3,14119.609999999997
resnet18,Pruning,14258.58,1.17,1.17,17.03,17.03,18.77206993006993,58.71990604815032,0.14,9.62,64.62,9.336134910583496,12176.45,13422.029999999999
resnet18,Distillation,14967.19,1.26,1.26,18.15,18.15,19.673132867132868,55.096418732782375,0.14,10.97,85.87,9.941035270690918,12977.249999999998,14066.29
mobilenet_v2,Base,14749.48,1.81,1.81,17.81,17.81,18.81864335664336,56.14823133071309,0.14,2.84,64.9,3.401988983154297,12734.15,13455.330000000002
mobilenet_v2,Pruning,15905.15,1.7,1.7,19.27,19.27,20.544965034965035,51.89413596263622,0.14,2.58,68.95,3.3319292068481445,13778.05,14689.65
mobilenet_v2,Distillation,15978.24,1.81,1.81,19.27,19.27,20.537188811188813,51.89413596263622,0.14,2.84,64.34,3.2358808517456055,13778.05,14684.09
efficientnet_b0,Base,33090.81,27.68,27.68,43.5,43.5,18.600853146853147,22.988505747126435,0.44,4.36,63.36,6.106398582458496,31102.5,13299.61
efficientnet_b0,Pruning,31572.23,24.97,24.97,41.37,41.37,19.186965034965034,24.172105390379503,0.54,3.67,59.02,5.588894844055176,29579.55,13718.68
efficientnet_b0,Distillation,32920.38,27.12,27.12,43.31,43.31,18.92248951048951,23.089355806972986,0.21,4.48,63.36,5.856590270996094,30966.65,13529.579999999998
mnasnet1_0,Base,15040.07,2.42,2.42,18.23,18.23,18.615062937062937,54.85463521667581,0.14,3.94,87.41,4.1704301834106445,13034.45,13309.77
mnasnet1_0,Pruning,14947.89,2.15,2.15,18.02,18.02,18.75613986013986,55.49389567147614,0.14,3.66,77.76,3.8245849609375,12884.3,13410.640000000001
mnasnet1_0,Distillation,15442.83,2.46,2.46,18.67,18.67,19.13836363636364,53.56186395286556,0.14,3.94,81.54,4.109734535217285,13349.050000000001,13683.930000000002
resnet18,Base,14471.34,1.27,1.27,17.32,17.32,18.969636363636365,57.73672055427252,0.14,10.97,94.69,10.106151580810547,12383.800000000001,13563.29
resnet18,Pruning,15307.71,1.11,1.11,18.3,18.3,20.29938461538461,54.6448087431694,0.14,9.62,64.62,9.336134910583496,13084.5,14514.059999999996
resnet18,Distillation,15665.95,1.28,1.28,18.85,18.85,20.63041958041958,53.05039787798408,0.14,10.97,85.87,9.941035270690918,13477.750000000002,14750.75
mobilenet_v2,Base,14938.93,1.79,1.79,17.98,17.98,19.103608391608397,55.61735261401557,0.14,2.84,64.9,3.401988983154297,12855.7,13659.080000000004
mobilenet_v2,Pruning,14967.97,1.68,1.68,18.15,18.15,19.25422377622377,55.096418732782375,0.14,2.58,68.95,3.3319292068481445,12977.249999999998,13766.769999999997
mobilenet_v2,Distillation,15136.38,1.76,1.76,18.38,18.38,19.409762237762237,54.4069640914037,0.14,2.84,64.34,3.2358808517456055,13141.699999999999,13877.98
efficientnet_b0,Base,32763.22,27.68,27.68,42.93,42.93,18.14268531468532,23.29373398555789,0.44,4.36,63.36,6.106398582458496,30694.95,12972.020000000004
efficientnet_b0,Pruning,31463.28,24.96,24.96,41.18,41.18,19.04458741258741,24.28363283147159,0.54,3.67,59.02,5.588894844055176,29443.7,13616.88
efficientnet_b0,Distillation,32922.78,27.13,27.13,43.3,43.3,18.91584615384615,23.09468822170901,0.21,4.48,63.36,5.856590270996094,30959.499999999996,13524.829999999998
mnasnet1_0,Base,15313.36,2.42,2.42,18.57,18.57,18.997286713286712,53.85029617662897,0.14,3.94,87.41,4.1704301834106445,13277.550000000001,13583.06
mnasnet1_0,Pruning,15840.69,2.16,2.16,19.01,19.01,19.99481118881119,52.60389268805891,0.14,3.66,77.76,3.8245849609375,13592.150000000001,14296.29
mnasnet1_0,Distillation,16252.75,2.44,2.44,19.56,19.56,20.29111888111888,51.12474437627812,0.14,3.94,81.54,4.109734535217285,13985.4,14508.15
resnet18,Base,15260.53,1.26,1.26,18.25,18.25,20.0833986013986,54.7945205479452,0.14,10.97,94.69,10.106151580810547,13048.75,14359.63
resnet18,Pruning,15492.29,1.17,1.17,18.63,18.63,20.49753846153846,53.67686527106817,0.14,9.62,64.62,9.336134910583496,13320.449999999999,14655.74
resnet18,Distillation,14724.1,1.28,1.28,17.83,17.83,19.31314685314685,56.08524957936064,0.14,10.97,85.87,9.941035270690918,12748.449999999999,13808.899999999998
mobilenet_v2,Base,14500.3,1.76,1.76,17.4,17.4,18.520139860139857,57.4712643678161,0.14,2.84,64.9,3.401988983154297,12440.999999999998,13241.899999999998
mobilenet_v2,Pruning,15625.46,1.69,1.69,18.96,18.96,20.163790209790207,52.74261603375527,0.14,2.58,68.95,3.3319292068481445,13556.400000000001,14417.109999999999
mobilenet_v2,Distillation,16232.01,1.76,1.76,19.65,19.65,20.94211188811189,50.890585241730285,0.14,2.84,64.34,3.2358808517456055,14049.749999999998,14973.61
efficientnet_b0,Base,32753.55,27.68,27.68,43.05,43.05,18.12916083916084,23.2288037166086,0.44,4.36,63.36,6.106398582458496,30780.749999999996,12962.35
efficientnet_b0,Pruning,31587.4,24.96,24.96,41.37,41.37,19.21818181818182,24.172105390379503,0.54,3.67,59.02,5.588894844055176,29579.55,13741.0
efficientnet_b0,Distillation,33654.5,27.12,27.12,44.19,44.19,19.94923076923077,22.629554197782305,0.21,4.48,63.36,5.856590270996094,31595.85,14263.7
mnasnet1_0,Base,16681.0,2.45,2.45,20.26,20.26,20.88006993006993,49.35834155972359,0.14,3.94,87.41,4.1704301834106445,14485.900000000001,14929.25
mnasnet1_0,Pruning,15636.96,2.16,2.16,18.89,18.89,19.709874125874123,52.938062466913706,0.14,3.66,77.76,3.8245849609375,13506.35,14092.559999999998
mnasnet1_0,Distillation,15739.18,2.42,2.42,19.01,19.01,19.59283916083916,52.60389268805891,0.14,3.94,81.54,4.109734535217285,13592.150000000001,14008.88
resnet18,Base,14232.25,1.17,1.17,17.1,17.1,18.73524475524476,58.47953216374268,0.14,10.97,94.69,10.106151580810547,12226.500000000002,13395.700000000004
resnet18,Pruning,14415.38,1.15,1.15,17.3,17.3,19.011370629370628,57.80346820809248,0.14,9.62,64.62,9.336134910583496,12369.5,13593.13
resnet18,Distillation,15393.18,1.28,1.28,18.54,18.54,20.24892307692308,53.93743257820928,0.14,10.97,85.87,9.941035270690918,13256.099999999999,14477.980000000003
mobilenet_v2,Base,14982.26,1.77,1.77,18.05,18.05,19.184209790209792,55.40166204986149,0.14,2.84,64.9,3.401988983154297,12905.75,13716.710000000001
mobilenet_v2,Pruning,14944.78,1.69,1.69,18.04,18.04,19.21179020979021,55.43237250554324,0.14,2.58,68.95,3.3319292068481445,12898.599999999999,13736.429999999998
mobilenet_v2,Distillation,14935.55,1.77,1.77,18.08,18.08,19.11888111888112,55.30973451327434,0.14,2.84,64.34,3.2358808517456055,12927.199999999999,13670.0
efficientnet_b0,Base,33011.51,27.68,27.68,43.53,43.53,18.489944055944058,22.97266253158741,0.44,4.36,63.36,6.106398582458496,31123.95,13220.310000000001
efficientnet_b0,Pruning,31410.35,24.96,24.96,41.15,41.15,18.97055944055944,24.301336573511545,0.54,3.67,59.02,5.588894844055176,29422.25,13563.95
efficientnet_b0,Distillation,33079.15,27.12,27.12,43.55,43.55,19.14454545454545,22.96211251435132,0.21,4.48,63.36,5.856590270996094,31138.249999999996,13688.349999999997
mnasnet1_0,Base,15015.96,2.41,2.41,18.18,18.18,18.591342657342658,55.00550055005501,0.14,3.94,87.41,4.1704301834106445,12998.699999999999,13292.81
mnasnet1_0,Pruning,15092.69,2.14,2.14,18.37,18.37,18.96865734265734,54.43658138268916,0.14,3.66,77.76,3.8245849609375,13134.550000000001,13562.589999999998
mnasnet1_0,Distillation,15675.32,2.42,2.42,19.0,19.0,19.503524475524472,52.63157894736842,0.14,3.94,81.54,4.109734535217285,13585.0,13945.019999999997
resnet18,Base,14096.82,1.24,1.24,16.91,16.91,18.47583216783217,59.13660555884092,0.14,10.97,94.69,10.106151580810547,12090.65,13210.220000000001
resnet18,Pruning,14642.99,1.12,1.12,17.68,17.68,19.35970629370629,56.56108597285068,0.14,9.62,64.62,9.336134910583496,12641.199999999999,13842.189999999997
resnet18,Distillation,14499.0,1.31,1.31,17.51,17.51,18.96832167832168,57.11022272986864,0.14,10.97,85.87,9.941035270690918,12519.650000000001,13562.35
mobilenet_v2,Base,15242.85,1.76,1.76,18.37,18.37,19.558671328671327,54.43658138268916,0.14,2.84,64.9,3.401988983154297,13134.550000000001,13984.449999999999
mobilenet_v2,Pruning,15789.48,1.69,1.69,19.02,19.02,20.39318881118881,52.576235541535226,0.14,2.58,68.95,3.3319292068481445,13599.3,14581.13
mobilenet_v2,Distillation,15136.87,1.78,1.78,18.44,18.44,19.39044755244755,54.22993492407809,0.14,2.84,64.34,3.2358808517456055,13184.6,13864.169999999998
efficientnet_b0,Base,33207.71,27.68,27.68,43.69,43.69,18.76434965034965,22.888532845044637,0.44,4.36,63.36,6.106398582458496,31238.35,13416.51
efficientnet_b0,Pruning,31353.74,24.97,24.97,41.14,41.14,18.88138461538462,24.307243558580456,0.54,3.67,59.02,5.588894844055176,29415.100000000002,13500.190000000002
efficientnet_b0,Distillation,32753.43,27.12,27.12,43.09,43.09,18.688993006993005,23.207240659085635,0.21,4.48,63.36,5.856590270996094,30809.350000000002,13362.63
mnasnet1_0,Base,15409.26,2.44,2.44,18.67,18.67,19.111412587412588,53.56186395286556,0.14,3.94,87.41,4.1704301834106445,13349.050000000001,13664.66
mnasnet1_0,Pruning,15057.54,2.18,2.18,18.17,18.17,18.879496503496505,55.03577325261419,0.14,3.66,77.76,3.8245849609375,12991.550000000001,13498.84
mnasnet1_0,Distillation,15256.08,2.45,2.45,18.52,18.52,18.887174825174824,53.99568034557235,0.14,3.94,81.54,4.109734535217285,13241.8,13504.33
resnet18,Base,14430.15,1.25,1.25,17.4,17.4,18.93202797202797,57.4712643678161,0.14,10.97,94.69,10.106151580810547,12440.999999999998,13536.4
resnet18,Pruning,14423.44,1.24,1.24,17.47,17.47,18.93264335664336,57.24098454493418,0.14,9.62,64.62,9.336134910583496,12491.05,13536.840000000004
resnet18,Distillation,14574.77,1.23,1.23,17.6,17.6,19.154293706293707,56.81818181818181,0.14,10.97,85.87,9.941035270690918,12584.000000000002,13695.32
mobilenet_v2,Base,15325.64,1.75,1.75,18.54,18.54,19.684461538461537,53.93743257820928,0.14,2.84,64.9,3.401988983154297,13256.099999999999,14074.39
mobilenet_v2,Pruning,15805.37,1.73,1.73,19.08,19.08,20.375412587412587,52.41090146750525,0.14,2.58,68.95,3.3319292068481445,13642.199999999999,14568.42
mobilenet_v2,Distillation,15445.23,1.79,1.79,18.76,18.76,19.81172027972028,53.30490405117271,0.14,2.84,64.34,3.2358808517456055,13413.400000000001,14165.380000000001
efficientnet_b0,Base,32993.84,27.68,27.68,43.41,43.41,18.465230769230764,23.036166781847506,0.44,4.36,63.36,6.106398582458496,31038.149999999998,13202.639999999996
efficientnet_b0,Pruning,31615.22,24.96,24.96,41.44,41.44,19.257090909090916,24.13127413127413,0.54,3.67,59.02,5.588894844055176,29629.6,13768.820000000005
efficientnet_b0,Distillation,32857.76,27.12,27.12,43.19,43.19,18.83490909090909,23.1535077564251,0.21,4.48,63.36,5.856590270996094,30880.85,13466.96
mnasnet1_0,Base,15948.23,2.45,2.45,19.25,19.25,19.855216783216783,51.94805194805195,0.14,3.94,87.41,4.1704301834106445,13763.75,14196.48
mnasnet1_0,Pruning,15682.37,2.17,2.17,18.94,18.94,19.763384615384616,52.798310454065465,0.14,3.66,77.76,3.8245849609375,13542.1,14130.820000000002
mnasnet1_0,Distillation,15560.38,2.42,2.42,19.0,19.0,19.34276923076923,52.63157894736842,0.14,3.94,81.54,4.109734535217285,13585.0,13830.079999999998
resnet18,Base,14525.93,1.26,1.26,17.55,17.55,19.05598601398601,56.98005698005698,0.14,10.97,94.69,10.106151580810547,12548.25,13625.029999999999
resnet18,Pruning,14306.92,1.22,1.22,17.11,17.11,18.789678321678323,58.445353594389246,0.14,9.62,64.62,9.336134910583496,12233.65,13434.62
resnet18,Distillation,14487.68,1.24,1.24,17.54,17.54,19.022489510489518,57.01254275940708,0.14,10.97,85.87,9.941035270690918,12541.099999999999,13601.080000000005
mobilenet_v2,Base,14577.23,1.76,1.76,17.62,17.62,18.627734265734265,56.75368898978433,0.14,2.84,64.9,3.401988983154297,12598.300000000001,13318.83
mobilenet_v2,Pruning,14993.12,1.71,1.71,18.03,18.03,19.2593986013986,55.46311702717692,0.14,2.58,68.95,3.3319292068481445,12891.45,13770.47
mobilenet_v2,Distillation,15024.03,1.74,1.74,18.22,18.22,19.27262937062937,54.88474204171241,0.14,2.84,64.34,3.2358808517456055,13027.3,13779.93
efficientnet_b0,Base,32858.47,27.68,27.68,43.01,43.01,18.275902097902097,23.25040688212044,0.44,4.36,63.36,6.106398582458496,30752.149999999998,13067.27
efficientnet_b0,Pruning,31740.62,24.96,24.96,41.65,41.65,19.43247552447552,24.009603841536617,0.54,3.67,59.02,5.588894844055176,29779.75,13894.219999999998
efficientnet_b0,Distillation,33192.12,27.13,27.13,43.69,43.69,19.292545454545458,22.888532845044637,0.21,4.48,63.36,5.856590270996094,31238.35,13794.170000000002
mnasnet1_0,Base,15348.65,2.42,2.42,18.69,18.69,19.04664335664336,53.50454788657036,0.14,3.94,87.41,4.1704301834106445,13363.35,13618.350000000004
mnasnet1_0,Pruning,15822.05,2.16,2.16,19.17,19.17,19.968741258741257,52.16484089723526,0.14,3.66,77.76,3.8245849609375,13706.550000000001,14277.65
mnasnet1_0,Distillation,16729.91,2.51,2.51,20.2,20.2,20.888475524475524,49.50495049504951,0.14,3.94,81.54,4.109734535217285,14443.0,14935.26
resnet18,Base,14976.8,1.3,1.3,17.97,17.97,19.646573426573426,55.64830272676684,0.14,10.97,94.69,10.106151580810547,12848.55,14047.3
resnet18,Pruning,15472.65,1.26,1.26,18.64,18.64,20.38006993006993,53.648068669527895,0.14,9.62,64.62,9.336134910583496,13327.6,14571.75
resnet18,Distillation,15299.81,1.23,1.23,18.39,18.39,20.168335664335665,54.3773790103317,0.14,10.97,85.87,9.941035270690918,13148.85,14420.36
mobilenet_v2,Base,15668.56,1.77,1.77,18.83,18.83,20.14406993006993,53.10674455655869,0.14,2.84,64.9,3.401988983154297,13463.449999999999,14403.009999999998
mobilenet_v2,Pruning,14995.51,1.69,1.69,18.14,18.14,19.282741258741257,55.12679162072767,0.14,2.58,68.95,3.3319292068481445,12970.1,13787.16
mobilenet_v2,Distillation,15253.61,1.76,1.76,18.51,18.51,19.57372027972028,54.02485143165856,0.14,2.84,64.34,3.2358808517456055,13234.650000000001,13995.210000000001
efficientnet_b0,Base,32926.87,27.68,27.68,43.27,43.27,18.37156643356644,23.1107002542177,0.44,4.36,63.36,6.106398582458496,30938.050000000003,13135.670000000004
efficientnet_b0,Pruning,31429.1,24.96,24.96,41.19,41.19,18.99678321678321,24.277737314882256,0.54,3.67,59.02,5.588894844055176,29450.85,13582.699999999995
efficientnet_b0,Distillation,33002.81,27.13,27.13,43.33,43.33,19.02777622377622,23.078698361412417,0.21,4.48,63.36,5.856590270996094,30980.949999999997,13604.859999999997
mnasnet1_0,Base,15273.79,2.44,2.44,18.34,18.34,18.921944055944056,54.525627044711015,0.14,3.94,87.41,4.1704301834106445,13113.1,13529.19
mnasnet1_0,Pruning,16208.48,2.15,2.15,19.56,19.56,20.5192027972028,51.12474437627812,0.14,3.66,77.76,3.8245849609375,13985.4,14671.230000000003
mnasnet1_0,Distillation,15835.54,2.43,2.43,19.28,19.28,19.717608391608398,51.86721991701245,0.14,3.94,81.54,4.109734535217285,13785.2,14098.090000000004
resnet18,Base,14186.16,1.24,1.24,17.03,17.03,18.600783216783217,58.71990604815032,0.14,10.97,94.69,10.106151580810547,12176.45,13299.56
resnet18,Pruning,14376.41,1.11,1.11,17.28,17.28,18.99686713286713,57.87037037037037,0.14,9.62,64.62,9.336134910583496,12355.2,13582.759999999998
resnet18,Distillation,15099.09,1.29,1.29,18.32,18.32,19.827608391608397,54.585152838427945,0.14,10.97,85.87,9.941035270690918,13098.800000000001,14176.740000000003
mobilenet_v2,Base,15186.43,1.79,1.79,18.27,18.27,19.44976223776224,54.734537493158186,0.14,2.84,64.9,3.401988983154297,13063.05,13906.580000000002
mobilenet_v2,Pruning,17198.26,1.72,1.72,20.99,20.99,22.333510489510488,47.6417341591234,0.14,2.58,68.95,3.3319292068481445,15007.849999999999,15968.46
mobilenet_v2,Distillation,16165.74,1.73,1.73,19.62,19.62,20.87942657342657,50.9683995922528,0.14,2.84,64.34,3.2358808517456055,14028.300000000001,14928.789999999997
efficientnet_b0,Base,33137.36,27.68,27.68,43.53,43.53,18.66595804195804,22.97266253158741,0.44,4.36,63.36,6.106398582458496,31123.95,13346.159999999998
efficientnet_b0,Pruning,32263.85,24.96,24.96,42.45,42.45,20.164265734265733,23.55712603062426,0.54,3.67,59.02,5.588894844055176,30351.750000000004,14417.449999999999
efficientnet_b0,Distillation,33443.52,27.12,27.12,43.93,43.93,19.654153846153843,22.763487366264517,0.21,4.48,63.36,5.856590270996094,31409.95,14052.719999999998
mnasnet1_0,Base,15101.08,2.4,2.4,18.25,18.25,18.72039160839161,54.7945205479452,0.14,3.94,87.41,4.1704301834106445,13048.75,13385.08
mnasnet1_0,Pruning,15222.07,2.14,2.14,18.52,18.52,19.14960839160839,53.99568034557235,0.14,3.66,77.76,3.8245849609375,13241.8,13691.969999999998
mnasnet1_0,Distillation,15538.15,2.4,2.4,18.84,18.84,19.33167832167832,53.07855626326964,0.14,3.94,81.54,4.109734535217285,13470.6,13822.15
resnet18,Base,14812.58,1.21,1.21,17.68,17.68,19.506895104895104,56.56108597285068,0.14,10.97,94.69,10.106151580810547,12641.199999999999,13947.43
resnet18,Pruning,14881.98,1.12,1.12,17.6,17.6,19.69395804195804,56.81818181818181,0.14,9.62,64.62,9.336134910583496,12584.000000000002,14081.179999999998
resnet18,Distillation,14774.4,1.31,1.31,17.86,17.86,19.353496503496505,55.99104143337066,0.14,10.97,85.87,9.941035270690918,12769.9,13837.75
mobilenet_v2,Base,14814.83,1.75,1.75,17.73,17.73,18.97004195804196,56.40157924421884,0.14,2.84,64.9,3.401988983154297,12676.95,13563.580000000002
mobilenet_v2,Pruning,14855.66,1.67,1.67,17.88,17.88,19.10714685314685,55.928411633109626,0.14,2.58,68.95,3.3319292068481445,12784.199999999999,13661.609999999999
mobilenet_v2,Distillation,15277.13,1.72,1.72,18.48,18.48,19.646615384615384,54.11255411255412,0.14,2.84,64.34,3.2358808517456055,13213.2,14047.33
efficientnet_b0,Base,33295.87,27.68,27.68,43.79,43.79,18.88765034965035,22.83626398721169,0.44,4.36,63.36,6.106398582458496,31309.85,13504.67
efficientnet_b0,Pruning,31237.92,24.96,24.96,40.9,40.9,18.7293986013986,24.449877750611247,0.54,3.67,59.02,5.588894844055176,29243.5,13391.519999999999
efficientnet_b0,Distillation,32980.64,27.12,27.12,43.33,43.33,19.006769230769223,23.078698361412417,0.21,4.48,63.36,5.856590270996094,30980.949999999997,13589.839999999995
mnasnet1_0,Base,15137.41,2.43,2.43,18.35,18.35,18.7412027972028,54.49591280653951,0.14,3.94,87.41,4.1704301834106445,13120.250000000002,13399.960000000001
mnasnet1_0,Pruning,15162.97,2.14,2.14,18.32,18.32,19.066951048951047,54.585152838427945,0.14,3.66,77.76,3.8245849609375,13098.800000000001,13632.869999999999
mnasnet1_0,Distillation,16501.48,2.41,2.41,20.06,20.06,20.66899300699301,49.85044865403789,0.14,3.94,81.54,4.109734535217285,14342.9,14778.330000000002
resnet18,Base,14839.89,1.24,1.24,17.81,17.81,19.515090909090908,56.14823133071309,0.14,10.97,94.69,10.106151580810547,12734.15,13953.289999999999
resnet18,Pruning,14876.14,1.16,1.16,17.88,17.88,19.64579020979021,55.928411633109626,0.14,9.62,64.62,9.336134910583496,12784.199999999999,14046.74
resnet18,Distillation,15301.57,1.23,1.23,18.27,18.27,20.170797202797203,54.734537493158186,0.14,10.97,85.87,9.941035270690918,13063.05,14422.12
mobilenet_v2,Base,15833.7,1.76,1.76,19.06,19.06,20.385034965034965,52.46589716684156,0.14,2.84,64.9,3.401988983154297,13627.9,14575.3
mobilenet_v2,Pruning,15624.01,1.71,1.71,18.88,18.88,20.14176223776224,52.96610169491526,0.14,2.58,68.95,3.3319292068481445,13499.199999999999,14401.360000000002
mobilenet_v2,Distillation,15343.21,1.81,1.81,18.63,18.63,19.649034965034964,53.67686527106817,0.14,2.84,64.34,3.2358808517456055,13320.449999999999,14049.06
efficientnet_b0,Base,32880.85,27.68,27.68,43.24,43.24,18.3072027972028,23.12673450508788,0.44,4.36,63.36,6.106398582458496,30916.600000000002,13089.650000000003
efficientnet_b0,Pruning,31314.16,24.96,24.96,41.06,41.06,18.83602797202797,24.35460301997077,0.54,3.67,59.02,5.588894844055176,29357.9,13467.759999999998
efficientnet_b0,Distillation,33022.36,27.12,27.12,43.39,43.39,19.06511888111888,23.0467849734962,0.21,4.48,63.36,5.856590270996094,31023.850000000002,13631.56
mnasnet1_0,Base,15943.66,2.44,2.44,19.19,19.19,19.85882517482517,52.11047420531526,0.14,3.94,87.41,4.1704301834106445,13720.85,14199.059999999998
