Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
mnasnet1_0,Distillation,13960.8,2.5,2.5,17.0,17.0,17.025594405594404,58.8235294117647,0.14,3.94,81.54,4.109734535217285,12155.0,12173.3
resnet18,Base,10115.62,1.25,1.25,12.09,12.09,12.89772027972028,82.71298593879239,0.14,10.97,94.69,10.106151580810547,8644.35,9221.87
resnet18,Pruning,10247.07,1.13,1.13,12.3,12.3,13.201566433566434,81.30081300813008,0.14,9.62,64.62,9.336134910583496,8794.5,9439.12
resnet18,Distillation,10127.4,1.23,1.23,12.22,12.22,12.934195804195804,81.8330605564648,0.14,10.97,85.87,9.941035270690918,8737.300000000001,9247.95
mobilenet_v2,Base,13820.2,1.77,1.77,16.68,16.68,17.55895104895105,59.95203836930456,0.14,2.84,64.9,3.401988983154297,11926.199999999999,12554.650000000001
mobilenet_v2,Pruning,14120.09,1.72,1.72,17.13,17.13,18.028377622377626,58.37711617046119,0.14,2.58,68.95,3.3319292068481445,12247.949999999999,12890.290000000003
mobilenet_v2,Distillation,11723.81,1.8,1.8,14.23,14.23,14.596937062937062,70.27406886858749,0.14,2.84,64.34,3.2358808517456055,10174.45,10436.81
efficientnet_b0,Base,30274.08,27.68,27.68,40.05,40.05,14.66137062937063,24.968789013732835,0.44,4.36,63.36,6.106398582458496,28635.749999999996,10482.880000000001
efficientnet_b0,Pruning,29370.92,24.96,24.96,38.72,38.72,16.11820979020979,25.826446280991732,0.54,3.67,59.02,5.588894844055176,27684.8,11524.519999999999
efficientnet_b0,Distillation,28691.18,27.12,27.12,38.21,38.21,13.007524475524471,26.17115938236064,0.21,4.48,63.36,5.856590270996094,27320.15,9300.379999999997
mnasnet1_0,Base,15558.41,2.4,2.4,18.7,18.7,19.360013986013985,53.475935828877006,0.14,3.94,87.41,4.1704301834106445,13370.5,13842.41
mnasnet1_0,Pruning,13703.8,2.19,2.19,16.61,16.61,16.976153846153842,60.20469596628537,0.14,3.66,77.76,3.8245849609375,11876.15,12137.949999999997
mnasnet1_0,Distillation,11252.56,2.44,2.44,13.74,13.74,13.297846153846152,72.7802037845706,0.14,3.94,81.54,4.109734535217285,9824.1,9507.96
resnet18,Base,11504.17,1.21,1.21,13.79,13.79,14.87974825174825,72.51631617113851,0.14,10.97,94.69,10.106151580810547,9859.849999999999,10639.019999999999
resnet18,Pruning,11500.76,1.14,1.14,13.85,13.85,14.94497902097902,72.20216606498195,0.14,9.62,64.62,9.336134910583496,9902.75,10685.659999999998
resnet18,Distillation,10183.2,1.29,1.29,12.18,12.18,12.952237762237765,82.10180623973727,0.14,10.97,85.87,9.941035270690918,8708.699999999999,9260.850000000002
mobilenet_v2,Base,11832.52,1.82,1.82,14.38,14.38,14.728979020979022,69.54102920723226,0.14,2.84,64.9,3.401988983154297,10281.7,10531.220000000001
mobilenet_v2,Pruning,13025.81,1.72,1.72,15.68,15.68,16.497916083916085,63.775510204081634,0.14,2.58,68.95,3.3319292068481445,11211.199999999999,11796.01
mobilenet_v2,Distillation,12275.47,1.73,1.73,14.85,14.85,15.43848951048951,67.34006734006734,0.14,2.84,64.34,3.2358808517456055,10617.75,11038.52
efficientnet_b0,Base,30723.83,27.68,27.68,40.68,40.68,15.290391608391609,24.582104228121928,0.44,4.36,63.36,6.106398582458496,29086.2,10932.630000000001
efficientnet_b0,Pruning,28513.87,24.96,24.96,37.79,37.79,14.919538461538458,26.46202699126753,0.54,3.67,59.02,5.588894844055176,27019.85,10667.469999999998
efficientnet_b0,Distillation,30911.47,27.12,27.12,40.96,40.96,16.112825174825172,24.4140625,0.21,4.48,63.36,5.856590270996094,29286.4,11520.669999999998
mnasnet1_0,Base,10967.88,2.42,2.42,13.39,13.39,12.919692307692308,74.6825989544436,0.14,3.94,87.41,4.1704301834106445,9573.85,9237.58
mnasnet1_0,Pruning,11192.21,2.15,2.15,13.6,13.6,13.503440559440556,73.52941176470588,0.14,3.66,77.76,3.8245849609375,9724.0,9654.959999999997
mnasnet1_0,Distillation,14368.65,2.42,2.42,17.83,17.83,17.676013986013984,56.08524957936064,0.14,3.94,81.54,4.109734535217285,12748.449999999999,12638.349999999999
resnet18,Base,11855.95,1.24,1.24,14.22,14.22,15.341748251748252,70.32348804500702,0.14,10.97,94.69,10.106151580810547,10167.300000000001,10969.35
resnet18,Pruning,10381.64,1.16,1.16,12.63,12.63,13.359776223776224,79.1765637371338,0.14,9.62,64.62,9.336134910583496,9030.45,9552.24
resnet18,Distillation,9996.97,1.25,1.25,12.08,12.08,12.731776223776222,82.78145695364239,0.14,10.97,85.87,9.941035270690918,8637.2,9103.22
mobilenet_v2,Base,16247.83,1.84,1.84,19.47,19.47,20.884237762237763,51.36106831022086,0.14,2.84,64.9,3.401988983154297,13921.05,14932.230000000001
mobilenet_v2,Pruning,15056.01,1.7,1.7,18.14,18.14,19.35735664335665,55.12679162072767,0.14,2.58,68.95,3.3319292068481445,12970.1,13840.510000000004
mobilenet_v2,Distillation,10082.26,1.74,1.74,12.13,12.13,12.361062937062938,82.44023083264632,0.14,2.84,64.34,3.2358808517456055,8672.95,8838.16
efficientnet_b0,Base,30535.17,27.68,27.68,40.45,40.45,15.026531468531466,24.72187886279357,0.44,4.36,63.36,6.106398582458496,28921.750000000004,10743.97
efficientnet_b0,Pruning,28027.96,24.97,24.97,37.06,37.06,14.229944055944053,26.98327037236913,0.54,3.67,59.02,5.588894844055176,26497.9,10174.409999999998
efficientnet_b0,Distillation,31002.57,27.12,27.12,41.04,41.04,16.240237762237758,24.366471734892787,0.21,4.48,63.36,5.856590270996094,29343.6,11611.769999999997
mnasnet1_0,Base,10134.55,2.4,2.4,12.3,12.3,11.774195804195802,81.30081300813008,0.14,3.94,87.41,4.1704301834106445,8794.5,8418.55
mnasnet1_0,Pruning,13738.8,2.16,2.16,16.65,16.65,17.055104895104893,60.06006006006007,0.14,3.66,77.76,3.8245849609375,11904.749999999998,12194.4
mnasnet1_0,Distillation,13495.62,2.42,2.42,16.5,16.5,16.454993006993007,60.60606060606061,0.14,3.94,81.54,4.109734535217285,11797.5,11765.32
resnet18,Base,9314.81,1.23,1.23,11.08,11.08,11.797706293706293,90.25270758122744,0.14,10.97,94.69,10.106151580810547,7922.2,8435.359999999999
resnet18,Pruning,9988.51,1.16,1.16,11.92,11.92,12.809944055944056,83.89261744966443,0.14,9.62,64.62,9.336134910583496,8522.8,9159.11
resnet18,Distillation,11406.74,1.28,1.28,13.83,13.83,14.673482517482515,72.30657989877079,0.14,10.97,85.87,9.941035270690918,9888.45,10491.539999999999
mobilenet_v2,Base,11280.12,1.73,1.73,13.72,13.72,14.046391608391607,72.8862973760933,0.14,2.84,64.9,3.401988983154297,9809.800000000001,10043.169999999998
mobilenet_v2,Pruning,15935.12,1.66,1.66,19.3,19.3,20.62688111888112,51.81347150259067,0.14,2.58,68.95,3.3319292068481445,13799.5,14748.22
mobilenet_v2,Distillation,9742.38,1.79,1.79,11.82,11.82,11.835706293706291,84.60236886632825,0.14,2.84,64.34,3.2358808517456055,8451.300000000001,8462.529999999999
efficientnet_b0,Base,32011.15,27.68,27.68,42.18,42.18,17.09083916083916,23.70791844476055,0.44,4.36,63.36,6.106398582458496,30158.7,12219.949999999999
efficientnet_b0,Pruning,27530.75,24.96,24.96,36.53,36.53,13.544545454545457,27.37476047084588,0.54,3.67,59.02,5.588894844055176,26118.95,9684.350000000002
efficientnet_b0,Distillation,30240.48,27.12,27.12,40.02,40.02,15.174377622377625,24.98750624687656,0.21,4.48,63.36,5.856590270996094,28614.300000000003,10849.680000000002
mnasnet1_0,Base,11598.91,2.46,2.46,14.15,14.15,13.762251748251746,70.6713780918728,0.14,3.94,87.41,4.1704301834106445,10117.25,9840.009999999998
mnasnet1_0,Pruning,16040.74,2.17,2.17,19.42,19.42,20.2646013986014,51.49330587023687,0.14,3.66,77.76,3.8245849609375,13885.300000000001,14489.19
mnasnet1_0,Distillation,12418.37,2.41,2.41,15.28,15.28,14.95834965034965,65.44502617801048,0.14,3.94,81.54,4.109734535217285,10925.199999999999,10695.22
resnet18,Base,10021.57,1.29,1.29,11.76,11.76,12.726181818181818,85.03401360544218,0.14,10.97,94.69,10.106151580810547,8408.4,9099.22
resnet18,Pruning,10735.21,1.16,1.16,12.83,12.83,13.85427972027972,77.9423226812159,0.14,9.62,64.62,9.336134910583496,9173.45,9905.81
resnet18,Distillation,13976.84,1.27,1.27,16.77,16.77,18.27802797202797,59.63029218843173,0.14,10.97,85.87,9.941035270690918,11990.55,13068.789999999999
mobilenet_v2,Base,11032.99,1.8,1.8,13.37,13.37,13.630755244755244,74.79431563201197,0.14,2.84,64.9,3.401988983154297,9559.55,9745.99
mobilenet_v2,Pruning,13152.98,1.74,1.74,15.93,15.93,16.655776223776225,62.77463904582549,0.14,2.58,68.95,3.3319292068481445,11389.949999999999,11908.880000000001
mobilenet_v2,Distillation,12208.79,1.84,1.84,14.86,14.86,15.235230769230771,67.29475100942126,0.14,2.84,64.34,3.2358808517456055,10624.9,10893.19
efficientnet_b0,Base,29344.56,27.68,27.68,39.03,39.03,13.36134265734266,25.62131693569049,0.44,4.36,63.36,6.106398582458496,27906.45,9553.360000000002
efficientnet_b0,Pruning,28694.16,24.96,24.96,37.94,37.94,15.171692307692304,26.35740643120717,0.54,3.67,59.02,5.588894844055176,27127.1,10847.759999999997
efficientnet_b0,Distillation,29704.19,27.12,27.12,39.45,39.45,14.42432167832168,25.348542458808616,0.21,4.48,63.36,5.856590270996094,28206.750000000004,10313.390000000001
mnasnet1_0,Base,11438.62,2.46,2.46,13.85,13.85,13.53806993006993,72.20216606498195,0.14,3.94,87.41,4.1704301834106445,9902.75,9679.720000000001
mnasnet1_0,Pruning,11989.3,2.17,2.17,14.54,14.54,14.598251748251746,68.7757909215956,0.14,3.66,77.76,3.8245849609375,10396.099999999999,10437.749999999998
mnasnet1_0,Distillation,13296.86,2.39,2.39,16.24,16.24,16.207006993006992,61.57635467980296,0.14,3.94,81.54,4.109734535217285,11611.599999999999,11588.009999999998
resnet18,Base,13738.64,1.3,1.3,16.47,16.47,17.914881118881116,60.71645415907712,0.14,10.97,94.69,10.106151580810547,11776.05,12809.139999999998
resnet18,Pruning,13183.29,1.14,1.14,15.92,15.92,17.298167832167834,62.8140703517588,0.14,9.62,64.62,9.336134910583496,11382.8,12368.190000000002
resnet18,Distillation,10704.08,1.25,1.25,12.86,12.86,13.720741258741258,77.76049766718508,0.14,10.97,85.87,9.941035270690918,9194.9,9810.33
mobilenet_v2,Base,10961.41,1.8,1.8,13.22,13.22,13.530643356643356,75.642965204236,0.14,2.84,64.9,3.401988983154297,9452.300000000001,9674.41
mobilenet_v2,Pruning,14376.29,1.68,1.68,17.32,17.32,18.4266993006993,57.73672055427252,0.14,2.58,68.95,3.3319292068481445,12383.800000000001,13175.09
mobilenet_v2,Distillation,10903.7,1.75,1.75,13.16,13.16,13.499930069930071,75.98784194528875,0.14,2.84,64.34,3.2358808517456055,9409.4,9652.45
efficientnet_b0,Base,29106.72,27.68,27.68,38.71,38.71,13.0286993006993,25.833118057349523,0.44,4.36,63.36,6.106398582458496,27677.65,9315.519999999999
efficientnet_b0,Pruning,28345.94,24.97,24.97,37.42,37.42,14.67467132867133,26.72367717797969,0.54,3.67,59.02,5.588894844055176,26755.300000000003,10492.390000000001
efficientnet_b0,Distillation,32106.19,27.12,27.12,42.19,42.19,17.783762237762236,23.70229912301493,0.21,4.48,63.36,5.856590270996094,30165.85,12715.39
mnasnet1_0,Base,11218.99,2.45,2.45,13.62,13.62,13.240895104895106,73.42143906020559,0.14,3.94,87.41,4.1704301834106445,9738.3,9467.240000000002
mnasnet1_0,Pruning,11585.3,2.23,2.23,14.12,14.12,13.97321678321678,70.8215297450425,0.14,3.66,77.76,3.8245849609375,10095.8,9990.849999999997
mnasnet1_0,Distillation,12296.96,2.42,2.42,15.06,15.06,14.778545454545451,66.40106241699867,0.14,3.94,81.54,4.109734535217285,10767.9,10566.659999999998
resnet18,Base,10645.8,1.24,1.24,12.76,12.76,13.649230769230767,78.36990595611286,0.14,10.97,94.69,10.106151580810547,9123.4,9759.199999999999
resnet18,Pruning,12734.86,1.2,1.2,15.31,15.31,16.61099300699301,65.31678641410842,0.14,9.62,64.62,9.336134910583496,10946.65,11876.860000000002
resnet18,Distillation,14158.84,1.33,1.33,17.08,17.08,18.472573426573422,58.5480093676815,0.14,10.97,85.87,9.941035270690918,12212.199999999999,13207.889999999998
mobilenet_v2,Base,12689.39,1.77,1.77,15.5,15.5,15.9773986013986,64.51612903225806,0.14,2.84,64.9,3.401988983154297,11082.5,11423.839999999998
mobilenet_v2,Pruning,13392.09,1.65,1.65,16.29,16.29,17.080195804195807,61.387354205033766,0.14,2.58,68.95,3.3319292068481445,11647.349999999999,12212.340000000002
mobilenet_v2,Distillation,,,,,,,,,,,3.2358808517456055,,
efficientnet_b0,Base,28198.3,27.68,27.68,37.65,37.65,11.758181818181818,26.56042496679947,0.44,4.36,63.36,6.106398582458496,26919.75,8407.1
efficientnet_b0,Pruning,28876.05,24.96,24.96,38.01,38.01,15.426083916083911,26.30886608787161,0.54,3.67,59.02,5.588894844055176,27177.149999999998,11029.649999999996
efficientnet_b0,Distillation,29511.24,27.13,27.13,39.13,39.13,14.144461538461538,25.55583950932788,0.21,4.48,63.36,5.856590270996094,27977.95,10113.289999999999
mnasnet1_0,Base,14732.35,2.43,2.43,17.91,17.91,18.17468531468532,55.83472920156337,0.14,3.94,87.41,4.1704301834106445,12805.65,12994.900000000003
mnasnet1_0,Pruning,14537.39,2.14,2.14,17.52,17.52,18.192013986013983,57.077625570776256,0.14,3.66,77.76,3.8245849609375,12526.8,13007.289999999997
mnasnet1_0,Distillation,11576.65,2.44,2.44,14.08,14.08,13.751118881118884,71.02272727272727,0.14,3.94,81.54,4.109734535217285,10067.2,9832.050000000003
resnet18,Base,11921.22,1.36,1.36,14.26,14.26,15.313034965034966,70.12622720897616,0.14,10.97,94.69,10.106151580810547,10195.9,10948.82
resnet18,Pruning,12094.51,1.12,1.12,14.54,14.54,15.7953986013986,68.7757909215956,0.14,9.62,64.62,9.336134910583496,10396.099999999999,11293.71
resnet18,Distillation,10749.79,1.25,1.25,12.95,12.95,13.78467132867133,77.22007722007723,0.14,10.97,85.87,9.941035270690918,9259.25,9856.04
mobilenet_v2,Base,10060.34,1.76,1.76,12.05,12.05,12.310405594405594,82.9875518672199,0.14,2.84,64.9,3.401988983154297,8615.75,8801.94
mobilenet_v2,Pruning,11627.78,1.68,1.68,14.07,14.07,14.582629370629371,71.07320540156361,0.14,2.58,68.95,3.3319292068481445,10060.050000000001,10426.58
mobilenet_v2,Distillation,12848.29,1.78,1.78,15.58,15.58,16.189636363636364,64.18485237483954,0.14,2.84,64.34,3.2358808517456055,11139.7,11575.59
efficientnet_b0,Base,29453.46,27.68,27.68,39.21,39.21,13.513650349650348,25.50369803621525,0.44,4.36,63.36,6.106398582458496,28035.15,9662.259999999998
efficientnet_b0,Pruning,30107.23,24.96,24.96,39.94,39.94,17.148013986013986,25.037556334501755,0.54,3.67,59.02,5.588894844055176,28557.1,12260.83
efficientnet_b0,Distillation,29064.66,27.12,27.12,38.62,38.62,13.529874125874128,25.893319523562923,0.21,4.48,63.36,5.856590270996094,27613.3,9673.860000000002
mnasnet1_0,Base,13882.5,2.42,2.42,16.86,16.86,16.99608391608392,59.31198102016607,0.14,3.94,87.41,4.1704301834106445,12054.9,12152.200000000003
mnasnet1_0,Pruning,12426.07,2.15,2.15,15.14,15.14,15.22911888111888,66.05019815059445,0.14,3.66,77.76,3.8245849609375,10825.1,10888.82
mnasnet1_0,Distillation,11585.18,2.38,2.38,14.25,14.25,13.823048951048952,70.17543859649123,0.14,3.94,81.54,4.109734535217285,10188.75,9883.48
resnet18,Base,12727.93,1.33,1.33,15.31,15.31,16.4713006993007,65.31678641410842,0.14,10.97,94.69,10.106151580810547,10946.65,11776.98
resnet18,Pruning,10678.42,1.17,1.17,12.84,12.84,13.764853146853149,77.88161993769471,0.14,9.62,64.62,9.336134910583496,9180.6,9841.87
resnet18,Distillation,12491.46,1.29,1.29,15.12,15.12,16.180573426573424,66.13756613756614,0.14,10.97,85.87,9.941035270690918,10810.8,11569.109999999999
mobilenet_v2,Base,10846.69,1.81,1.81,13.07,13.07,13.360195804195804,76.51109410864575,0.14,2.84,64.9,3.401988983154297,9345.050000000001,9552.54
mobilenet_v2,Pruning,8352.75,1.64,1.64,9.99,9.99,10.042167832167832,100.1001001001001,0.14,2.58,68.95,3.3319292068481445,7142.85,7180.150000000001
mobilenet_v2,Distillation,14676.04,1.74,1.74,17.72,17.72,18.78593006993007,56.4334085778781,0.14,2.84,64.34,3.2358808517456055,12669.8,13431.94
efficientnet_b0,Base,31455.58,27.68,27.68,41.51,41.51,16.313818181818185,24.09058058299205,0.44,4.36,63.36,6.106398582458496,29679.649999999998,11664.380000000003
efficientnet_b0,Pruning,27377.2,24.96,24.96,36.23,36.23,13.329790209790213,27.601435274634284,0.54,3.67,59.02,5.588894844055176,25904.449999999997,9530.800000000003
efficientnet_b0,Distillation,31060.74,27.12,27.12,41.07,41.07,16.321594405594407,24.348672997321646,0.21,4.48,63.36,5.856590270996094,29365.05,11669.94
mnasnet1_0,Base,9717.97,2.43,2.43,11.88,11.88,11.161566433566431,84.17508417508417,0.14,3.94,87.41,4.1704301834106445,8494.2,7980.519999999999
mnasnet1_0,Pruning,9969.57,2.12,2.12,12.06,12.06,11.823454545454544,82.91873963515754,0.14,3.66,77.76,3.8245849609375,8622.9,8453.769999999999
mnasnet1_0,Distillation,14014.93,2.47,2.47,17.03,17.03,17.131300699300702,58.71990604815032,0.14,3.94,81.54,4.109734535217285,12176.45,12248.880000000003
resnet18,Base,13380.01,1.23,1.23,16.01,16.01,17.4833006993007,62.46096189881324,0.14,10.97,94.69,10.106151580810547,11447.150000000001,12500.56
resnet18,Pruning,10114.32,1.09,1.09,12.23,12.23,13.055902097902097,81.76614881439085,0.14,9.62,64.62,9.336134910583496,8744.45,9334.97
resnet18,Distillation,12590.32,1.24,1.24,15.13,15.13,16.368839160839162,66.09385327164573,0.14,10.97,85.87,9.941035270690918,10817.95,11703.720000000001
mobilenet_v2,Base,13095.44,1.77,1.77,15.92,15.92,16.5453006993007,62.8140703517588,0.14,2.84,64.9,3.401988983154297,11382.8,11829.890000000001
mobilenet_v2,Pruning,12576.36,1.69,1.69,15.24,15.24,15.899314685314687,65.61679790026247,0.14,2.58,68.95,3.3319292068481445,10896.6,11368.010000000002
mobilenet_v2,Distillation,10449.15,1.72,1.72,12.67,12.67,12.894195804195803,78.92659826361484,0.14,2.84,64.34,3.2358808517456055,9059.05,9219.349999999999
efficientnet_b0,Base,30211.45,27.68,27.68,40.11,40.11,14.573776223776228,24.93143854400399,0.44,4.36,63.36,6.106398582458496,28678.649999999998,10420.250000000004
efficientnet_b0,Pruning,28555.6,24.96,24.96,37.73,37.73,14.977902097902096,26.5041081367612,0.54,3.67,59.02,5.588894844055176,26976.949999999997,10709.199999999999
efficientnet_b0,Distillation,29568.94,27.12,27.12,39.33,39.33,14.235160839160836,25.425883549453346,0.21,4.48,63.36,5.856590270996094,28120.949999999997,10178.139999999998
mnasnet1_0,Base,11845.39,2.4,2.4,14.44,14.44,14.16697902097902,69.25207756232687,0.14,3.94,87.41,4.1704301834106445,10324.6,10129.39
mnasnet1_0,Pruning,11812.99,2.14,2.14,14.37,14.37,14.381664335664336,69.58942240779402,0.14,3.66,77.76,3.8245849609375,10274.55,10282.89
mnasnet1_0,Distillation,13415.66,2.42,2.42,16.29,16.29,16.343160839160838,61.387354205033766,0.14,3.94,81.54,4.109734535217285,11647.349999999999,11685.359999999999
resnet18,Base,11580.44,1.2,1.2,13.79,13.79,14.99641958041958,72.51631617113851,0.14,10.97,94.69,10.106151580810547,9859.849999999999,10722.44
resnet18,Pruning,12143.41,1.2,1.2,14.46,14.46,15.783790209790212,69.15629322268326,0.14,9.62,64.62,9.336134910583496,10338.900000000001,11285.410000000002
resnet18,Distillation,11894.88,1.37,1.37,14.3,14.3,15.266195804195805,69.93006993006993,0.14,10.97,85.87,9.941035270690918,10224.5,10915.33
mobilenet_v2,Base,13728.76,1.86,1.86,16.57,16.57,17.341062937062937,60.350030175015085,0.14,2.84,64.9,3.401988983154297,11847.550000000001,12398.859999999999
mobilenet_v2,Pruning,13365.79,1.72,1.72,16.29,16.29,16.97341258741259,61.387354205033766,0.14,2.58,68.95,3.3319292068481445,11647.349999999999,12135.990000000002
mobilenet_v2,Distillation,14504.46,1.78,1.78,17.63,17.63,18.50595804195804,56.72149744753262,0.14,2.84,64.34,3.2358808517456055,12605.449999999999,13231.759999999998
efficientnet_b0,Base,30668.93,27.68,27.68,40.51,40.51,15.213608391608387,24.685262898049867,0.44,4.36,63.36,6.106398582458496,28964.649999999998,10877.729999999998
efficientnet_b0,Pruning,28920.67,24.96,24.96,38.06,38.06,15.488489510489508,26.27430373095113,0.54,3.67,59.02,5.588894844055176,27212.9,11074.269999999999
efficientnet_b0,Distillation,30475.9,27.12,27.12,40.39,40.39,15.503636363636364,24.75860361475613,0.21,4.48,63.36,5.856590270996094,28878.850000000002,11085.1
mnasnet1_0,Base,9542.37,2.44,2.44,11.48,11.48,10.90597202797203,87.10801393728222,0.14,3.94,87.41,4.1704301834106445,8208.2,7797.770000000001
mnasnet1_0,Pruning,14740.09,2.22,2.22,17.81,17.81,18.39551048951049,56.14823133071309,0.14,3.66,77.76,3.8245849609375,12734.15,13152.789999999999
mnasnet1_0,Distillation,11010.91,2.42,2.42,13.47,13.47,12.979874125874126,74.23904974016332,0.14,3.94,81.54,4.109734535217285,9631.050000000001,9280.61
resnet18,Base,12857.29,1.33,1.33,15.54,15.54,16.652223776223778,64.35006435006436,0.14,10.97,94.69,10.106151580810547,11111.099999999999,11906.340000000002
resnet18,Pruning,9158.96,1.19,1.19,10.97,10.97,11.619734265734264,91.15770282588878,0.14,9.62,64.62,9.336134910583496,7843.55,8308.109999999999
resnet18,Distillation,13081.52,1.36,1.36,15.83,15.83,16.935832167832167,63.17119393556538,0.14,10.97,85.87,9.941035270690918,11318.45,12109.119999999999
mobilenet_v2,Base,12618.88,1.79,1.79,15.31,15.31,15.858783216783216,65.31678641410842,0.14,2.84,64.9,3.401988983154297,10946.65,11339.029999999999
mobilenet_v2,Pruning,12908.74,1.77,1.77,15.65,15.65,16.284181818181818,63.89776357827476,0.14,2.58,68.95,3.3319292068481445,11189.75,11643.19
mobilenet_v2,Distillation,11399.03,1.74,1.74,13.81,13.81,14.2026993006993,72.4112961622013,0.14,2.84,64.34,3.2358808517456055,9874.15,10154.929999999998
efficientnet_b0,Base,31029.35,27.68,27.68,40.89,40.89,15.717692307692303,24.45585717779408,0.44,4.36,63.36,6.106398582458496,29236.350000000002,11238.149999999996
efficientnet_b0,Pruning,27755.39,24.96,24.96,36.71,36.71,13.858727272727272,27.240533914464724,0.54,3.67,59.02,5.588894844055176,26247.65,9908.99
efficientnet_b0,Distillation,29637.51,27.12,27.12,39.29,39.29,14.331062937062937,25.451768897938408,0.21,4.48,63.36,5.856590270996094,28092.35,10246.71
mnasnet1_0,Base,14292.66,2.45,2.45,17.28,17.28,17.539734265734268,57.87037037037037,0.14,3.94,87.41,4.1704301834106445,12355.2,12540.910000000002
mnasnet1_0,Pruning,12370.08,2.16,2.16,15.17,15.17,15.140811188811188,65.91957811470007,0.14,3.66,77.76,3.8245849609375,10846.55,10825.68
mnasnet1_0,Distillation,14436.12,2.45,2.45,17.59,17.59,17.740377622377625,56.85048322910745,0.14,3.94,81.54,4.109734535217285,12576.85,12684.370000000003
resnet18,Base,13784.03,1.3,1.3,16.52,16.52,17.978363636363635,60.53268765133172,0.14,10.97,94.69,10.106151580810547,11811.8,12854.529999999999
resnet18,Pruning,11129.3,1.2,1.2,13.41,13.41,14.365454545454543,74.57121551081282,0.14,9.62,64.62,9.336134910583496,9588.15,10271.3
resnet18,Distillation,12446.26,1.21,1.21,15.12,15.12,16.197356643356642,66.13756613756614,0.14,10.97,85.87,9.941035270690918,10810.8,11581.109999999999
mobilenet_v2,Base,9237.38,1.75,1.75,11.13,11.13,11.169412587412586,89.84725965858041,0.14,2.84,64.9,3.401988983154297,7957.950000000001,7986.129999999998
mobilenet_v2,Pruning,13158.97,1.66,1.66,15.91,15.91,16.744153846153846,62.853551225644246,0.14,2.58,68.95,3.3319292068481445,11375.65,11972.07
mobilenet_v2,Distillation,12770.0,1.84,1.84,15.4,15.4,16.02013986013986,64.93506493506493,0.14,2.84,64.34,3.2358808517456055,11011.0,11454.4
efficientnet_b0,Base,29829.4,27.68,27.68,39.53,39.53,14.039440559440564,25.29724260055654,0.44,4.36,63.36,6.106398582458496,28263.95,10038.200000000003
efficientnet_b0,Pruning,29695.8,24.96,24.96,39.04,39.04,16.57258741258741,25.614754098360656,0.54,3.67,59.02,5.588894844055176,27913.6,11849.399999999998
efficientnet_b0,Distillation,29386.59,27.12,27.12,39.07,39.07,13.980125874125871,25.59508574353724,0.21,4.48,63.36,5.856590270996094,27935.05,9995.789999999997
mnasnet1_0,Base,11308.32,2.4,2.4,13.74,13.74,13.415832167832168,72.7802037845706,0.14,3.94,87.41,4.1704301834106445,9824.1,9592.32
mnasnet1_0,Pruning,12499.48,2.14,2.14,15.11,15.11,15.341790209790208,66.18133686300463,0.14,3.66,77.76,3.8245849609375,10803.65,10969.38
mnasnet1_0,Distillation,10815.42,2.4,2.4,13.18,13.18,12.72646153846154,75.87253414264036,0.14,3.94,81.54,4.109734535217285,9423.699999999999,9099.420000000002
resnet18,Base,10089.4,1.19,1.19,12.08,12.08,12.92104895104895,82.78145695364239,0.14,10.97,94.69,10.106151580810547,8637.2,9238.55
resnet18,Pruning,10701.48,1.15,1.15,12.92,12.92,13.817104895104894,77.39938080495357,0.14,9.62,64.62,9.336134910583496,9237.8,9879.23
resnet18,Distillation,11551.47,1.31,1.31,14.0,14.0,14.845902097902096,71.42857142857143,0.14,10.97,85.87,9.941035270690918,10010.0,10614.819999999998
mobilenet_v2,Base,14571.71,1.81,1.81,17.57,17.57,18.570013986013983,56.91519635742743,0.14,2.84,64.9,3.401988983154297,12562.550000000001,13277.559999999998
mobilenet_v2,Pruning,10298.7,1.67,1.67,12.47,12.47,12.733776223776225,80.19246190858058,0.14,2.58,68.95,3.3319292068481445,8916.050000000001,9104.650000000001
mobilenet_v2,Distillation,9964.56,1.76,1.76,12.1,12.1,12.176447552447552,82.64462809917356,0.14,2.84,64.34,3.2358808517456055,8651.5,8706.16
efficientnet_b0,Base,31638.84,27.68,27.68,41.93,41.93,16.57012587412587,23.849272597185784,0.44,4.36,63.36,6.106398582458496,29979.95,11847.639999999998
efficientnet_b0,Pruning,27773.93,24.97,24.97,36.73,36.73,13.874657342657343,27.225701061802344,0.54,3.67,59.02,5.588894844055176,26261.949999999997,9920.380000000001
efficientnet_b0,Distillation,31039.6,27.12,27.12,40.98,40.98,16.29202797202797,24.40214738897023,0.21,4.48,63.36,5.856590270996094,29300.699999999997,11648.8
mnasnet1_0,Base,14144.82,2.44,2.44,17.23,17.23,17.342965034965033,58.038305281485776,0.14,3.94,87.41,4.1704301834106445,12319.45,12400.22
mnasnet1_0,Pruning,9911.36,2.1,2.1,12.0,12.0,11.76204195804196,83.33333333333333,0.14,3.66,77.76,3.8245849609375,8580.0,8409.860000000002
mnasnet1_0,Distillation,13924.45,2.4,2.4,16.98,16.98,17.07475524475525,58.89281507656066,0.14,3.94,81.54,4.109734535217285,12140.7,12208.450000000003
