Unnamed: 0,Model,Optimization,Total model run time,Avg. model run time per batch,Init Time,Peak Memory,FPS,Accuracy
314,resnet18,Distillation,13556.4,18.96,284.79,26.6602,52.7426160337553,99.44
315,mobilenet_v2,Base,8129.55,11.37,168.73,10.4688,87.9507475813545,90.07
316,mobilenet_v2,Pruning,8179.6,11.44,120.19,9.98828,87.4125874125874,72.31
317,mobilenet_v2,Distillation,9995.7,13.98,145.52,10.5352,71.5307582260372,97.2
318,efficientnet_b0,Base,16638.05,23.27,230.52,16.168,42.9737859905458,38.32
319,efficientnet_b0,Pruning,14300.0,20.0,207.57,15.1133,50.0,38.74
320,efficientnet_b0,Distillation,16652.35,23.29,211.89,16.043,42.93688278231,50.07
321,mnasnet1_0,Base,8744.45,12.23,196.61,12.4844,81.7661488143909,77.9
322,mnasnet1_0,Pruning,8372.65,11.71,190.67,13.4414,85.397096498719,80.42
323,mnasnet1_0,Distillation,9109.1,12.74,180.25,12.6523,78.4929356357928,88.39
324,resnet18,Base,13620.75,19.05,271.64,26.3359,52.49343832021,92.45
325,resnet18,Pruning,11933.35,16.69,334.78,31.1641,59.9161174355902,77.76
326,resnet18,Distillation,13670.8,19.12,260.44,27.7656,52.3012552301255,99.44
327,mobilenet_v2,Base,9452.3,13.22,175.06,10.5352,75.642965204236,90.07
328,mobilenet_v2,Pruning,8808.8,12.32,191.81,9.96484,81.1688311688312,72.31
329,mobilenet_v2,Distillation,7872.15,11.01,178.3,10.2656,90.8265213442325,97.2
330,efficientnet_b0,Base,16709.55,23.37,219.52,16.4688,42.7899015832264,38.32
331,efficientnet_b0,Pruning,14493.05,20.27,176.81,15.1719,49.3339911198816,38.74
332,efficientnet_b0,Distillation,16502.2,23.08,211.78,17.8281,43.3275563258232,50.07
333,mnasnet1_0,Base,8058.05,11.27,191.46,12.5859,88.7311446317658,77.9
334,mnasnet1_0,Pruning,9323.6,13.04,191.26,12.0391,76.6871165644172,80.42
335,mnasnet1_0,Distillation,8301.15,11.61,200.64,12.7578,86.1326442721792,88.39
336,resnet18,Base,14314.3,20.02,220.79,26.6406,49.95004995005,92.45
337,resnet18,Pruning,12862.85,17.99,311.07,25.1328,55.5864369093941,77.76
338,resnet18,Distillation,13820.95,19.33,283.27,26.3672,51.7330574236937,99.44
339,mobilenet_v2,Base,9323.6,13.04,178.97,12.2852,76.6871165644172,90.07
340,mobilenet_v2,Pruning,8544.25,11.95,158.62,9.67188,83.6820083682008,72.31
341,mobilenet_v2,Distillation,8680.1,12.14,190.08,10.4766,82.3723228995058,97.2
342,efficientnet_b0,Base,16874.0,23.6,200.03,16.0977,42.3728813559322,38.32
343,efficientnet_b0,Pruning,15036.45,21.03,250.0,16.8477,47.5511174512601,38.74
344,efficientnet_b0,Distillation,16073.2,22.48,224.39,16.1797,44.4839857651246,50.07
345,mnasnet1_0,Base,8794.5,12.3,184.09,12.793,81.3008130081301,77.9
346,mnasnet1_0,Pruning,10060.05,14.07,183.34,11.8203,71.0732054015636,80.42
347,mnasnet1_0,Distillation,7693.4,10.76,180.86,12.6289,92.9368029739777,88.39
348,resnet18,Base,13463.45,18.83,302.43,30.3438,53.1067445565587,92.45
349,resnet18,Pruning,11468.6,16.04,261.4,25.0938,62.3441396508728,77.76
350,resnet18,Distillation,14078.35,19.69,250.21,26.4297,50.7872016251905,99.44
351,mobilenet_v2,Base,9280.7,12.98,163.13,10.375,77.0416024653313,90.07
352,mobilenet_v2,Pruning,8444.15,11.81,152.18,10.1914,84.6740050804403,72.31
353,mobilenet_v2,Distillation,8966.1,12.54,148.21,10.4648,79.7448165869219,97.2
354,efficientnet_b0,Base,16402.1,22.94,219.53,16.3477,43.59197907585,38.32
355,efficientnet_b0,Pruning,14493.05,20.27,248.33,15.1133,49.3339911198816,38.74
356,efficientnet_b0,Distillation,16530.8,23.12,240.32,16.1484,43.2525951557093,50.07
357,mnasnet1_0,Base,8372.65,11.71,200.16,12.5,85.397096498719,77.9
358,mnasnet1_0,Pruning,10031.45,14.03,179.12,11.9062,71.2758374910905,80.42
359,mnasnet1_0,Distillation,8043.75,11.25,180.05,14.1797,88.8888888888889,88.39
